perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.8093,0.7258301,0.9959965256296834
1,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.6731,0.86206055,1.1829343195420154
2,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.8546,0.680542,0.9338514346426985
3,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1553.011,0.5241699,0.7192749884046183
4,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1553.0195,0.515625,0.7075494995391495
5,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.6978,0.83740234,1.1490979088159483
6,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.5275,1.0076904,1.3827701512063633
7,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.9287,0.6064453,0.8321746954807042
8,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.5802,0.95495605,1.3104071342080412
9,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.7788,0.75634766,1.0378732715777865
10,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.8434,0.69177246,0.9492620771516004
11,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.4894,1.0457764,1.435032330149596
12,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.9268,0.60839844,0.8348548072213828
13,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.4377,1.0974121,1.5058877842937863
14,3,9,0.7287476004658949,True,-1555.942374,-1553.5352,-1552.973,0.5621338,0.7713696603640585
