perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3865,0.1973877,0.5177907254824924
1,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.5386,0.045288086,0.1188004694829961
2,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.592,-0.008178711,0.021454532224692017
3,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3647,0.21911621,0.5747893334824205
4,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3752,0.20861816,0.5472506801790844
5,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3801,0.20373535,0.5344420042240444
6,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.5966,-0.0126953125,0.033302557483104026
7,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3298,0.25402832,0.6663713665609565
8,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3639,0.2199707,0.5770308517745525
9,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.5914,-0.0075683594,0.019853447730312015
10,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.432,0.15185547,0.3983498222017443
11,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3372,0.2467041,0.6471583526283965
12,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.4131,0.17077637,0.44798344152752434
13,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.4492,0.13464355,0.3531992394602283
14,2,5,0.38121133809140445,True,-1555.5875476320423,-1553.5839,-1553.3645,0.21936035,0.5754297672801725
