model,train_r2,test_r2,train_rmse,test_rmse,cv_mean,cv_std,overfitting
xgboost,0.9984527563581302,0.9161707450106641,0.11347426837609635,0.8193084221904767,0.9150319067958271,0.020317419190530414,0.08228201134746616
lightgbm,0.9961632552383848,0.8849790630392746,0.17868968875857744,0.9597056830204812,0.9019066157585311,0.02089857676525122,0.11118419219911013
random_forest,0.9801259591638976,0.8599281559207439,0.4066877835589111,1.0590709098328561,0.8520043225178568,0.02487614290833429,0.12019780324315366
