perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.7065,-0.015258789,0.020810044459915647
1,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.6919,-0.00061035156,0.0008324017783966258
2,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.5995,0.091796875,0.12519322747085251
3,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.7179,-0.026611328,0.036292717538092885
4,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.7739,-0.0826416,0.11270720079490314
5,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.6892,0.0020751953,0.002830166046548528
6,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.72,-0.028686523,0.039122883584641416
7,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.4434,0.2479248,0.3381216023847094
8,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.6636,0.027709961,0.03779104073920681
9,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.5513,0.14001465,0.19095296796418595
10,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.6964,-0.005126953,0.006992174938531657
11,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.5791,0.11218262,0.15299544686929983
12,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.8682,-0.17687988,0.24123003537934215
13,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.5422,0.14904785,0.20327251428445603
14,1,9,0.733241540732482,True,-1555.3887215866291,-1552.6913,-1552.6124,0.07885742,0.10754630976884405
