perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4675,0.06384277,0.5582204760121645
1,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4714,0.059936523,0.5240654946882845
2,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.5061,0.025268555,0.22094003543884905
3,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.5057,0.025634766,0.2241420649379628
4,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4364,0.0949707,0.8303929834368335
5,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4666,0.064819336,0.5667592213431345
6,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4869,0.044433594,0.3885129125591355
7,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4637,0.06762695,0.5913081141696732
8,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4725,0.05883789,0.5144594061909432
9,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.5114,0.020019531,0.17504427928488522
10,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.5067,0.024658203,0.21560331960699278
11,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4725,0.05883789,0.5144594061909432
12,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4808,0.05053711,0.4418800708776981
13,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4692,0.06213379,0.5432776716829669
14,3,2,0.11436838342724778,True,-1555.942376,-1553.5314,-1553.4951,0.036254883,0.3170009204122617
