perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.4163,0.122924805,0.32548075618601446
1,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.301,0.23815918,0.6305987639711164
2,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.4656,0.0736084,0.19490059183730557
3,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.2592,0.2800293,0.7414626163760846
4,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.4932,0.046020508,0.12185327217688922
5,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.514,0.025146484,0.06658295508869809
6,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.48,0.0592041,0.15676084086416783
7,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.4562,0.08300781,0.21978839543842088
8,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.232,0.3071289,0.8132170631221572
9,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.3121,0.22705078,0.6011859051697983
10,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.384,0.15515137,0.4108103685326955
11,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.4933,0.045898438,0.12153005394830331
12,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.343,0.19616699,0.5194116933375623
13,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.5354,0.0037841797,0.010019765086163306
14,3,5,0.3776714977804944,True,-1555.942373,-1553.5392,-1553.2855,0.2536621,0.6716474790015273
