model,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,training_time,gpu_device
cgcnn,-154.0561065673828,-110.28948211669922,-188.5169677734375,35.47775560232249,33.32009543452157,36.31776734064712,32.55796813964844,30.918508529663086,32.82596969604492,4.037083864212036,cuda:1
megnet,-2.145106315612793,-1.6317193508148193,-2.413022756576538,5.052768160099166,5.123880031375416,4.873766229469925,4.538661956787109,4.647944450378418,4.342381000518799,4.1835551261901855,cuda:1
schnet_custom,-348.2401123046875,-303.5482482910156,-308.6484680175781,53.244378737924066,55.1197471278443,46.42261127824053,31.636381149291992,35.93535232543945,33.78608703613281,1653.6521410942078,cuda:0
