perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.7091,0.7963867,1.0927445090753383
1,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.7855,0.7199707,0.9878919550163006
2,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.7106,0.7949219,1.0907345559623856
3,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.8816,0.62390137,0.8560725300251463
4,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.4979,1.0075684,1.3825127495260334
5,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1553.3257,0.17980957,0.24672174461495605
6,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.0651,1.4404297,1.9764538944035854
7,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.4019,1.1036377,1.5143321745171878
8,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.9294,0.5760498,0.7904140616686881
9,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.8168,0.6887207,0.9450129552733075
10,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.695,0.8105469,1.112174055833882
11,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.775,0.73046875,1.0022966189924623
12,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.8168,0.6887207,0.9450129552733075
13,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.4663,1.0391846,1.4258942375472647
14,3,9,0.7287949855944724,True,-1555.942366,-1553.5055,-1552.6908,0.81469727,1.1178689229872483
