perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.3137,0.21765137,0.5762826283275878
1,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.3187,0.21264648,0.5630310367620067
2,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.4546,0.07678223,0.2032988071890369
3,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.4281,0.103271484,0.2734352796215027
4,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.2128,0.31860352,0.8435769264918701
5,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.2975,0.23388672,0.6192694985281314
6,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.2827,0.24865723,0.6583778541241146
7,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.4746,0.056762695,0.15029244092671248
8,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.2827,0.24865723,0.6583778541241146
9,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.4672,0.064208984,0.1700082234998941
10,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.5083,0.023071289,0.06108660502182507
11,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.2638,0.26757812,0.7084753344330188
12,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.3672,0.16418457,0.43471684526113613
13,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.476,0.055419922,0.14673713587253218
14,2,5,0.3776816382946322,True,-1555.942376,-1553.5314,-1553.4781,0.053222656,0.1409193639656917
