perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.2927,0.24243164,0.6419032352727936
1,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.382,0.15319824,0.4056337161467049
2,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.3269,0.20825195,0.5514032826663574
3,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.1981,0.33703613,0.8923941755227508
4,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.3478,0.18737793,0.4961336687531411
5,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.2029,0.3322754,0.8797888249811401
6,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.447,0.088134766,0.23336059207802465
7,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.4456,0.08959961,0.23723916147544336
8,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.2288,0.30639648,0.8112674322934098
9,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.4315,0.103637695,0.27440878486737247
10,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.3226,0.21252441,0.5627157767421619
11,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.3016,0.23352051,0.6183086047718299
12,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.3917,0.14343262,0.3797765868305803
13,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.5117,0.0234375,0.062057110358699076
14,3,5,0.37767630275608804,True,-1555.942377,-1553.5352,-1553.4338,0.10131836,0.2682677166547929
