perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0934,0.005126953,0.044566623397004776
1,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.1044,-0.005859375,0.050933283882291173
2,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.087,0.011474609,0.09974434760282022
3,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0587,0.039794922,0.3459218863672276
4,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.052,0.04650879,0.4042829408156862
5,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.087,0.011474609,0.09974434760282022
6,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0587,0.039794922,0.3459218863672276
7,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0985,0.0,0.0
8,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0707,0.027832031,0.2419330984408831
9,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.087,0.011474609,0.09974434760282022
10,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0536,0.044921875,0.3904885097642323
11,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.1044,-0.005859375,0.050933283882291173
12,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0548,0.043701172,0.3798774089554217
13,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0043,0.09423828,0.8191769824401831
14,1,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.1044,-0.005859375,0.050933283882291173
