structure_id,n_atoms,strength,trials,reference_energy,base_prediction,mean_perturbed_energy,std_perturbed_energy,mean_energy_change,std_energy_change,mean_sensitivity,std_sensitivity,mae_from_reference,rmse_from_reference,avg_bond_length,min_bond_length
structure_706,2,5,15,-1555.3887215866291,-1552.6913,-1552.6796,0.0677785,0.01175944,0.06777848,0.1491180959375909,0.09494855154199244,2.7091472,2.7099385,2.676064017271832,2.5942366036900966
structure_706,2,9,15,-1555.3887215866291,-1552.6913,-1552.5569,0.16248213,0.13453776,0.16248213,0.24068619955078974,0.15201075393352645,2.8319254,2.8362725,2.676064017271832,2.5942366036900966
structure_706,3,2,15,-1555.3887215866291,-1552.6913,-1552.6473,0.04202957,0.04388021,0.04202953,0.4227754436477141,0.3125734505093156,2.741268,2.7415686,2.676064017271832,2.5942366036900966
structure_706,3,5,15,-1555.3887215866291,-1552.6913,-1552.6978,0.07967704,-0.0064615887,0.07967704,0.1740246513842976,0.10874729441404081,2.690926,2.6920269,2.676064017271832,2.5942366036900966
structure_706,3,9,15,-1555.3887215866291,-1552.6913,-1552.3654,0.2508717,0.3260254,0.2508717,0.47386968440563115,0.2971374335997504,3.0234132,3.033112,2.676064017271832,2.5942366036900966
structure_777,1,2,15,-1555.3877150445703,-1553.0985,-1553.0745,0.027847879,0.023917643,0.027847877,0.22828014873354668,0.2215332071423708,2.3131022,2.3132586,2.6753534132735997,2.595883258937664
structure_777,1,5,15,-1555.3877150445703,-1553.0985,-1553.0542,0.053454783,0.04445801,0.053454775,0.15507002941146272,0.09331356259905618,2.3336425,2.334214,2.6753534132735997,2.595883258937664
structure_777,1,9,15,-1555.3877150445703,-1553.0985,-1552.9481,0.12311519,0.15043132,0.12311518,0.21571593411406323,0.15320168821552466,2.439616,2.4425135,2.6753534132735997,2.595883258937664
structure_777,2,2,15,-1555.3877150445703,-1553.0985,-1553.0769,0.03048715,0.021679688,0.030487109,0.21674941918797244,0.24072184579756367,2.3108642,2.3110518,2.6753534132735997,2.595883258937664
structure_777,2,5,15,-1555.3877150445703,-1553.0985,-1553.0636,0.053863943,0.03503418,0.053863943,0.13244895591256722,0.1020731958742423,2.3242188,2.3248012,2.6753534132735997,2.595883258937664
structure_777,2,9,15,-1555.3877150445703,-1553.0985,-1552.8044,0.21305458,0.29416505,0.21305458,0.4012909202007639,0.29064252733129337,2.5833497,2.5915365,2.6753534132735997,2.595883258937664
structure_777,3,2,15,-1555.3877150445703,-1553.0985,-1553.0665,0.035113566,0.03190918,0.03511353,0.31147117907462235,0.267679569022218,2.3210938,2.3213415,2.6753534132735997,2.595883258937664
structure_777,3,5,15,-1555.3877150445703,-1553.0985,-1553.0834,0.056942925,0.015104166,0.056942917,0.12741491020021833,0.08225700264671743,2.3042886,2.3049455,2.6753534132735997,2.595883258937664
structure_777,3,9,15,-1555.3877150445703,-1553.0985,-1552.7114,0.32411453,0.3871419,0.32411453,0.574842831991467,0.3745498737877602,2.6763265,2.6945817,2.6753534132735997,2.595883258937664
structure_275,1,2,15,-1555.3775973629483,-1553.3103,-1553.3113,0.0052742087,-0.00091145834,0.005273879,0.030958823638538118,0.03344816267231899,2.0663493,2.0663557,2.689791197820901,2.54500488
structure_275,1,5,15,-1555.3775973629483,-1553.3103,-1553.3317,0.03602441,-0.021280924,0.036024384,0.09730673407425984,0.04557210547207473,2.0459797,2.0462759,2.689791197820901,2.54500488
structure_275,1,9,15,-1555.3775973629483,-1553.3103,-1553.1984,0.10219086,0.11194661,0.10219086,0.18630144919098243,0.08220938312402493,2.1792073,2.1814425,2.689791197820901,2.54500488
structure_275,2,2,15,-1555.3775973629483,-1553.3103,-1553.3081,0.0043179328,0.0021321615,0.0043175304,0.03996502687884011,0.006803321423072655,2.069393,2.0693972,2.689791197820901,2.54500488
structure_275,2,5,15,-1555.3775973629483,-1553.3103,-1553.3577,0.038436037,-0.04748535,0.038436037,0.13855609627434012,0.07821668314957791,2.0197754,2.0201168,2.689791197820901,2.54500488
structure_275,2,9,15,-1555.3775973629483,-1553.3103,-1553.3304,0.2626624,-0.02014974,0.2626624,0.277287932200329,0.21315722010949964,2.047111,2.0627785,2.689791197820901,2.54500488
