perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.0767,0.19787598,0.26815767609491353
1,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.9701,0.30444336,0.4125757212712612
2,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.3221,-0.047607422,0.06451665248427901
3,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.8739,0.40063477,0.5429324447523173
4,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.0635,0.21105957,0.28602382601363696
5,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.1925,0.08203125,0.11116715504983461
6,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.9899,0.28466797,0.38577649639317607
7,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.2576,0.016967773,0.02299439665465329
8,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.3333,-0.05871582,0.07957053806394412
9,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.8536,0.42089844,0.5703933788866514
10,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.22,0.05456543,0.07394600938582749
11,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.9141,0.36047363,0.4885068584258357
12,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1553.057,0.2175293,0.29479147365893643
13,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.8256,0.4489746,0.6084416611209698
14,1,9,0.7379090520327393,True,-1556.299794,-1553.2745,-1552.8635,0.41101074,0.5569937664476088
