perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0159,0.0826416,0.7183715247564818
1,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.1118,-0.013305664,0.11566099881603621
2,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.1146,-0.016113281,0.14006653067630073
3,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0536,0.044921875,0.3904885097642323
4,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0159,0.0826416,0.7183715247564818
5,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0978,0.0007324219,0.006366660485286397
6,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0587,0.039794922,0.3459218863672276
7,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.096,0.0025634766,0.022283311698502388
8,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0323,0.06616211,0.5751216638375378
9,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0707,0.027832031,0.2419330984408831
10,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0953,0.0031738281,0.02758886210290772
11,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0736,0.024902344,0.2164664564997375
12,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0211,0.07739258,0.672743791278596
13,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0432,0.05529785,0.48068286663912296
14,3,2,0.1150401967707648,True,-1555.3877150445703,-1553.0985,-1553.0985,0.0,0.0
