perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3081,0.0021972656,0.018997459960012023
1,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
2,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
3,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3132,-0.0029296875,0.025329946613349363
4,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.315,-0.004638672,0.04010574880446983
5,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3069,0.0034179688,0.029551604382240925
6,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
7,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.31,0.00024414062,0.0021108288844457804
8,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
9,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
10,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
11,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3053,0.005004883,0.0432719921311385
12,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.315,-0.004638672,0.04010574880446983
13,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.3069,0.0034179688,0.029551604382240925
14,3,2,0.11566102150629876,True,-1555.3775973629483,-1553.3103,-1553.315,-0.004638672,0.04010574880446983
