model,train_r2,test_r2,train_rmse,test_rmse,cv_mean,cv_std,bias_variance_gap,bias_indicator,variance_indicator
svr_rbf,0.9388652160390185,0.8843688164488086,0.7132835838222193,0.9622481869569188,0.7682364007167388,0.05931541138546456,0.05449639959020991,0.23176359928326118,0.05931541138546456
svr_poly,0.9284362138376832,0.7560571346799407,0.7717287728566216,1.3976347055842244,-6.503051722098891,14.053474266295392,0.17237907915774242,7.503051722098891,14.053474266295392
kernel_ridge,0.9182640936858686,0.6058586465500017,0.8247540925448833,1.7765425666538315,-3251.22650997426,914.7055951769908,0.31240544713586693,3252.22650997426,914.7055951769908
knn,1.0,0.7721955896154415,0.0,1.350612236179501,0.6976019753578891,0.036984539247691815,0.22780441038455845,0.30239802464211085,0.036984539247691815
