model,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,cv_r2_mean,cv_r2_std,overfitting_gap,status
ridge_regression,0.9999999134387636,0.9999999022555007,0.0008461850456435155,0.0008957440551092452,0.0006485174412921608,0.0006708725880741895,0.9999904815668019,2.05195407303317e-06,1.1183262871305999e-08,OK
elastic_net,0.9983285340717303,0.9983273483744967,0.11758512479362063,0.11717649948847894,0.08766014649861235,0.08998720871925571,0.8216591706441309,0.006302174692954122,1.185697233618832e-06,OK
svr_rbf_conservative,0.995602004194748,0.9936392727186922,0.19073527757710454,0.22850260686813467,0.06807213680652618,0.08148745034162516,0.835098463984567,0.10080723971529552,0.0019627314760557457,OK
kernel_ridge_simple,-290913.0268233328,-293155.2511497199,1551.2648474689843,1551.2698474044475,1551.2648458410501,1551.2698457140411,-295959.95294866135,36820.431320778676,2242.2243263870478,FAILED
knn_stable,0.812283537474491,0.8189762000544509,1.2461054659756943,1.2190053450918572,0.8532298713808926,0.9117236841666829,0.8039303161949949,0.08232224852837432,-0.006692662579959929,OK
