perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3936,0.30810547,0.42309322460896437
1,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.4973,0.2043457,0.2806093732152957
2,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3799,0.32177734,0.44186756738083605
3,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.566,0.13562012,0.18623477517454812
4,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3788,0.32287598,0.44337621992500426
5,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.2477,0.4539795,0.6234087568624163
6,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3252,0.37646484,0.5169649384683226
7,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3984,0.30322266,0.4163881021904388
8,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.3722,0.32946777,0.4524281351900138
9,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.4207,0.28100586,0.3858797951861474
10,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.4136,0.28808594,0.3956022226930095
11,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.2708,0.4309082,0.5917270534348829
12,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.2334,0.46826172,0.6430212399366035
13,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.2225,0.47912598,0.657940137317823
14,1,9,0.7282212307577377,True,-1555.4173309639336,-1553.7017,-1553.6953,0.0063476562,0.008716659144083259
