perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4209,0.056884766,0.1506148525660843
1,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.347,0.1307373,0.3461555946314942
2,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4563,0.021484375,0.05688457950993742
3,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.2717,0.20605469,0.5455748307543998
4,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.3473,0.13049316,0.3455091789552449
5,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4598,0.017944336,0.04751155220432273
6,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.3036,0.17419434,0.4612175850038676
7,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4601,0.017700195,0.04686513652807345
8,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.2405,0.23730469,0.6283160373143089
9,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4359,0.041870117,0.11086028847675304
10,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4531,0.024658203,0.06528798330117817
11,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.3248,0.1529541,0.4049794211701795
12,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.4574,0.020385742,0.053975708966815625
13,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.2988,0.17895508,0.47382269069072874
14,2,5,0.37768363913539693,True,-1555.942367,-1553.4778,-1553.2534,0.22436523,0.5940560064730965
