perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4595,0.018310547,0.16010062679197506
1,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4346,0.04321289,0.37783747922906114
2,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4832,-0.0053710938,0.04696285052564601
3,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4708,0.006958008,0.06083823818095052
4,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4333,0.044433594,0.3885108543485261
5,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.471,0.0068359375,0.05977090066900402
6,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4232,0.05456543,0.4770998678400857
7,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4579,0.019897461,0.17397601444727956
8,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4342,0.0435791,0.3810394917649006
9,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4783,-0.00048828125,0.004269350047786002
10,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4884,-0.010620117,0.09285836353934553
11,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4214,0.056396484,0.49310993051928315
12,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4635,0.014282227,0.12487848889774054
13,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4346,0.04321289,0.37783747922906114
14,2,2,0.11436898931564836,True,-1555.942367,-1553.4778,-1553.4608,0.016967773,0.14835991416056354
