perturbation_id,n_atoms_perturbed,perturbation_strength,magnitude_angstrom,is_valid,reference_energy,xgboost_base_energy,xgboost_perturbed_energy,xgboost_delta_energy,xgboost_sensitivity
0,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.4954,1.0397949,1.4268086636448187
1,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.6838,0.85131836,1.1681807490325153
2,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.9491,0.5860596,0.8041921101383863
3,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1553.115,0.42016602,0.576552643844267
4,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.3202,1.2149658,1.6671785195183002
5,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.7921,0.743042,1.0196037022312763
6,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1553.1611,0.37402344,0.5132357061995451
7,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1553.2601,0.2750244,0.37738904897766806
8,3,9,0.7287556827828741,False,-1555.942377,-1553.5352,-1552.7836,0.7515869,1.031329061054373
9,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1553.1749,0.3602295,0.4943076269565462
10,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.7886,0.74658203,1.0244613508865592
11,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.9045,0.63061523,0.8653314811445332
12,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.7174,0.817749,1.12211683937035
13,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.3999,1.1352539,1.5577976722114129
14,3,9,0.7287556827828741,True,-1555.942377,-1553.5352,-1552.63,0.90515137,1.2420505096180243
